sim_time, n_taxi, n_passengers, capacities, routes_centered, time_centered, len(sim.delivered_passengers), mean(commuting_times), max(commuting_times), stdev(commuting_times), total_distance, total_earnings, mean(total_taxi_occupancy)3600,100,2000,[1],False,False,1962.0,137.27160920937584,351.0,57.716822460065366,253123.0,208732.4097424042,0.5837916666666666
3600,100,2000,[4],False,False,1999.3333333333333,137.23887952309488,396.0,64.12025895389074,243760.33333333334,212327.02363047656,0.616512037037037
3600,100,2000,"[1, 2, 4, 8]",False,False,1997.6666666666667,134.61636419560963,393.6666666666667,61.238874767856096,249290.0,208033.32566412666,0.5959092592592593
3600,80,2000,[1],False,False,1829.0,157.25695248138967,374.6666666666667,59.78829572065455,251927.33333333334,202659.50600271256,0.7108217592592593
3600,80,2000,[4],False,False,1996.6666666666667,146.29386450989145,415.6666666666667,68.85005241525869,235711.0,210053.2813054533,0.7860567129629631
3600,80,2000,"[1, 2, 4, 8]",False,False,1985.6666666666667,150.83482421948335,445.0,67.36748417000054,247001.33333333334,212701.6001345576,0.7751134259259258
3600,60,2000,[1],False,False,1287.0,196.6903243263209,387.3333333333333,61.31920930839086,198644.0,162853.10893943612,0.7586064814814816
3600,60,2000,[4],False,False,1884.0,172.7133728204748,456.3333333333333,78.3668840205022,194914.0,196467.44206575226,1.0858472222222222
3600,60,2000,"[1, 2, 4, 8]",False,False,1775.3333333333333,178.5487820677712,432.6666666666667,76.01053446922963,196724.66666666666,192233.14639577144,1.0145108024691358
3600,40,2000,[1],False,False,788.6666666666666,227.13294291895033,426.0,63.49444722337742,134648.66666666666,112255.6953034831,0.7835416666666667
3600,40,2000,[4],False,False,1426.3333333333333,195.33785666053186,467.0,80.6225012065825,133210.66666666666,142495.3717909978,1.3550972222222224
3600,40,2000,"[1, 2, 4, 8]",False,False,1270.3333333333333,200.96443731348654,451.0,79.27173935268966,133889.66666666666,136874.4697904801,1.208425925925926
